symbols,price,200_MA,150_MA,50_MA,200_MA_1month_ago,150_MA_1month_ago,200_MA_2month_ago,150_MA_2month_ago,52_Week_Low,52_Week_High,Rel_Strength,Above_30%_Low,Within_25%_High,RS_Rank
PNR,68.0,54.425949999999986,57.27939999999999,63.89080000000003,50.75784999999998,53.5212,,50.34053333333334,35.8,69.05,132.72052015129645,46.54,51.787499999999994,0.7912772585669782
PBCT,19.04,14.131375000000007,15.294166666666682,18.19229999999999,13.087725,13.750966666666676,,12.347366666666673,9.88,19.41,124.83061519644589,12.844000000000001,14.557500000000001,0.7133956386292835
PEP,147.1,139.966425,140.89476666666664,142.6097,138.47815,139.29266666666666,,139.4249333333333,127.84,148.3,80.26989903794679,166.192,111.22500000000001,0.12149532710280374
PKI,144.77,132.32765,136.44273333333334,133.32540000000006,128.1396,133.46106666666665,,131.5574666666666,92.5,160.53,110.34920136086012,120.25,120.39750000000001,0.5545171339563862
PRGO,45.8,45.356849999999966,44.07620000000002,42.28780000000002,47.189350000000005,44.819200000000016,,47.19273333333333,40.15,58.54,60.07719275338758,52.195,43.905,0.009345794392523364
PFE,39.95,36.399854650399995,36.803546964533346,37.82539999999999,35.656320437000005,35.90753158213333,,36.053111092,30.37225392,42.56,80.01750272891441,39.483930096,31.92,0.11838006230529595
PM,97.42,83.08460000000001,84.6452666666667,92.69680000000005,80.02744999999997,81.31546666666664,,79.37279999999998,68.87,98.06,98.4580249881271,89.531,73.545,0.40498442367601245
PSX,84.29,68.92700000000006,72.70413333333342,82.00899999999996,66.44355000000002,67.44280000000002,,63.20793333333334,44.22,89.73,78.49206452370431,57.486,67.2975,0.09968847352024922
PNW,85.98,79.65315000000004,80.9411333333334,83.1093999999999,78.79770000000003,79.14206666666672,,78.85473333333341,69.93,90.9,84.25312911237613,90.909,68.17500000000001,0.17445482866043613
PXD,150.72,121.49370000000006,129.7045999999999,156.40879999999999,113.16445000000004,117.35593333333328,,106.31819999999999,77.34,169.27,116.11515688639777,100.542,126.95250000000001,0.6230529595015576
PNC,193.48,145.99735000000004,157.84633333333338,183.01579999999998,133.93120000000005,143.01833333333335,,129.52820000000003,98.85,199.38,131.68820217306873,128.505,149.535,0.778816199376947
POOL,429.25,352.93114999999955,362.8014666666666,387.61580000000004,334.73294999999985,344.2276,,340.2838666666666,238.18,444.96,128.31842044017355,309.634,333.71999999999997,0.7570093457943925
PPG,178.45,142.28969999999993,148.55273333333318,163.14899999999997,133.00644999999997,139.56986666666657,,133.317,95.09,180.09,132.1039402881298,123.617,135.0675,0.7819314641744548
PPL,29.5,28.24735000000002,28.37393333333336,28.962400000000002,27.769750000000013,28.099200000000007,,27.930733333333343,24.4,30.68,81.88769347896985,31.72,23.009999999999998,0.14018691588785046
PFG,65.66,51.39269999999995,54.44653333333331,62.72689999999996,48.26337499999999,49.93433333333331,,46.68759999999998,36.93,66.87,126.5917964042994,48.009,50.1525,0.7383177570093458
PG,138.0,135.67714999999995,134.86993333333336,134.5726,134.12649999999996,135.5639333333334,,136.32739999999998,111.62,144.49,87.2619046294095,145.10600000000002,108.3675,0.21806853582554517
PGR,99.14,94.2243000000001,94.37146666666668,98.66019999999997,91.67960000000002,93.10413333333332,,92.70000000000003,74.13,107.1,94.47046290018557,96.369,80.32499999999999,0.3302180685358255
PLD,117.53,103.59524999999996,104.07213333333345,110.817,101.13340000000002,101.6120000000001,,101.56980000000006,86.4,117.53,95.58210214562614,112.32000000000001,88.14750000000001,0.35202492211838005
PRU,106.9,80.45995000000008,84.84926666666675,97.8796000000001,74.73675000000006,77.94440000000006,,73.08720000000008,56.28,107.96,135.24076181076043,73.164,80.97,0.8130841121495327
PTC,130.77,114.26125000000003,123.47846666666672,136.25760000000008,106.30895000000005,113.52686666666676,,104.17326666666662,69.89,148.84,132.61515057523863,90.857,111.63,0.7881619937694704
PEG,63.02,57.84339999999998,59.06779999999999,61.35940000000003,56.27079999999998,57.4795333333333,,56.52653333333333,47.5,63.65,93.24740878319457,61.75,47.7375,0.3115264797507788
PSA,276.73,234.34935000000024,240.5091333333334,262.95539999999994,222.5590000000001,230.74586666666676,,222.36493333333337,182.77,281.16,105.66502601528414,237.60100000000003,210.87,0.5077881619937694
PHM,55.77,47.40009999999997,47.87466666666665,54.56079999999997,44.648050000000005,45.78699999999997,,44.86599999999998,31.93,62.35,119.20926322884978,41.509,46.7625,0.6635514018691588
PVH,109.25,85.90144999999997,94.4322,107.99719999999988,76.76140000000001,85.4576,,75.32493333333336,42.51,118.67,176.18735255205613,55.263,89.0025,0.956386292834891
QRVO,176.56,159.1203999999999,168.86813333333325,183.63699999999994,149.2875249999999,158.33986666666658,,148.07123333333317,98.97,199.54,123.80527612749867,128.661,149.655,0.7009345794392523
PWR,92.62,72.47084999999994,79.10626666666658,92.73940000000006,64.26339999999993,71.00866666666656,,63.124133333333276,33.85,100.6,192.54320332655607,44.005,75.44999999999999,0.9781931464174455
QCOM,131.46,135.13850000000002,141.45526666666666,134.02039999999997,129.40035,138.26293333333336,,133.73213333333337,78.0,164.78,118.93314071402618,101.4,123.58500000000001,0.6573208722741433
DGX,131.33,122.77990000000013,125.31380000000017,130.30679999999995,121.10505000000012,121.57093333333353,,120.74253333333351,104.55,141.48,82.8749631213039,135.915,106.10999999999999,0.1588785046728972
RL,121.09,98.75390000000007,107.7745333333334,126.39799999999995,90.19595000000007,96.89653333333338,,86.4136666666667,64.89,139.64,118.36473608577933,84.357,104.72999999999999,0.6479750778816199
RJF,133.5,99.55035,107.79359999999994,127.7782,90.63010000000004,96.76339999999998,,87.3187333333333,64.78,136.64,145.76426179186382,84.214,102.47999999999999,0.881619937694704
RTX,85.81,69.86505,72.9253333333333,80.47779999999999,66.71850000000002,68.549,,65.3608,52.34,86.57,101.82880416445752,68.042,64.9275,0.4454828660436137
O,66.58,62.37150000000001,62.36466666666667,65.9796,61.16115000000001,61.43206666666668,,61.13740000000004,51.75,69.4,90.90200660183932,67.275,52.050000000000004,0.27414330218068533
REG,63.36,48.596275,51.413000000000075,60.329800000000006,45.719024999999995,46.926633333333385,,43.70360000000004,34.05,65.43,109.33770076400677,44.265,49.072500000000005,0.5451713395638629
REGN,506.72,525.1537499999996,503.60186666666607,489.2735999999997,544.3097999999998,518.4111333333329,,547.4061333333331,446.73,658.21,63.30612932445601,580.749,493.6575,0.01557632398753894
RF,22.76,16.738100000000003,18.412066666666668,21.46640000000002,15.119650000000005,16.48293333333333,,14.543533333333325,9.83,23.4,162.86702709091804,12.779,17.549999999999997,0.9283489096573209
